Timestamp,Meet_Recruiter,Age_Joined,Year_Joined,Years_Service,Education_Level,Parents_Ed_Level,Financial_Status,Enlisted_Officer,Join_Motivation,Ethnicity,Gender,,,,
11/1/2019 10:38:07,I got up with them,18-20,2004,Less than 6,Some College,4 year degree,Upper Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Female,,,,
11/1/2019 10:46:10,I got up with them,21-23,2004,6 to 8 years,Completed High School,Completed High School,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 11:15:09,I got up with them,18-20,2004,12 to 14 years,Some College,Master's degree,Upper Middle Class,Enlisted,Economic Opportunity,Hispanic / Latino,Male,,,,
11/1/2019 11:25:32,I got up with them,18-20,2004,6 to 8 years,Some College,Master's degree,Middle Class,Enlisted,Economic Opportunity,Asian,Male,,,,
11/1/2019 11:25:45,I got up with them,18-20,2004,6 to 8 years,Some College,2 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 12:42:09,I got up with them,21-23,2004,12 to 14 years,Some College,Master's degree,Upper Class (Top 20%),Enlisted,Family Tradition,Caucasian,Male,,,,
11/1/2019 13:05:57,I got up with them,18-20,2004,6 to 8 years,Completed High School,Doctorate,Upper Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 13:10:00,I got up with them,18-20,2004,9 to 11 years,Completed High School,Some college,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 13:28:28,I got up with them,18-20,2004,9 to 11 years,Some College,Master's degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Female,,,,
11/1/2019 13:40:57,I got up with them,21-23,2004,15 to 17 years,Some College,Some college,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Female,,,,
11/1/2019 14:23:21,I got up with them,18-20,2004,Currently Serving,Some College,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 14:39:20,I got up with them,21-23,2004,6 to 8 years,Some College,4 year degree,Upper Class (Top 20%),Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 14:43:12,I got up with them,18-20,2004,6 to 8 years,Some College,2 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Asian,Male,,,,
11/1/2019 15:01:13,I got up with them,18-20,2004,9 to 11 years,Some College,Some college,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 15:19:32,I got up with them,18-20,2004,Currently Serving,Completed High School,Some college,Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 15:33:23,I got up with them,18-20,2004,6 to 8 years,Completed High School,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 16:23:44,I got up with them,18-20,2004,Currently Serving,Some College,4 year degree,Middle Class,Enlisted,Patriotism,Hispanic / Latino,Male,,,,
11/1/2019 16:39:39,I got up with them,18-20,2004,6 to 8 years,Some College,Did not complete high school / GED,Lower Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 16:57:26,I got up with them,18-20,2004,6 to 8 years,Some College,Master's degree,Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 16:59:59,I got up with them,18-20,2004,12 to 14 years,Completed High School,4 year degree,Lower Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 9:30:53,Someone else put us in contact,18-20,2004,6 to 8 years,Some College,Some college,Middle Class,Enlisted,Economic Opportunity,Caucasian,Female,,,,
11/1/2019 11:49:22,Someone else put us in contact,18-20,2004,Less than 6,Completed High School,Some college,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:01:22,They got up with me,18-20,2004,Less than 6,Some College,Some college,Lower Middle Class,Enlisted,Family Tradition,Caucasian,Male,,,,
11/1/2019 11:15:17,They got up with me,18-20,2004,9 to 11 years,Completed High School,4 year degree,Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 11:28:45,They got up with me,18-20,2004,6 to 8 years,Some College,2 year degree,Middle Class,Enlisted,Economic Opportunity,Asian,Male,,,,
11/1/2019 12:38:25,They got up with me,18-20,2004,6 to 8 years,Completed High School,4 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 13:24:17,They got up with me,18-20,2004,Currently Serving,Some College,4 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Hispanic / Latino,Male,,,,
11/1/2019 13:54:46,They got up with me,18-20,2004,9 to 11 years,Completed High School,Some college,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 7:59:08,,18-20,2004,6 to 8 years,Completed High School,,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:02:15,,18-20,2004,6 to 8 years,Completed High School,4 year degree,Lower Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 8:03:25,,18-20,2004,6 to 8 years,Completed High School,2 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Female,,,,
11/1/2019 8:11:03,,18-20,2004,9 to 11 years,Completed High School,Did not complete high school / GED,Lower Class (Bottom 20%),Enlisted,Family Tradition,Caucasian,Male,,,,
11/1/2019 8:13:10,,21-23,2004,9 to 11 years,Some College,Master's degree,Middle Class,Enlisted,Family Tradition,Caucasian,Male,,,,
11/1/2019 8:14:56,,21-23,2004,15 to 17 years,4 Year Degree,Master's degree,Middle Class,Officer,Family Tradition,Caucasian,Male,,,,
11/1/2019 11:21:55,Coincidental encounter,24-26,2005,Currently Serving,Some College,Some college,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 11:36:52,Coincidental encounter,18-20,2005,Less than 6,Some College,4 year degree,Lower Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 8:59:04,I don't remember / Prefer not to answer,18-20,2005,6 to 8 years,Completed High School,Completed High School,Lower Middle Class,Enlisted,Family Tradition,Caucasian,Male,,,,
11/1/2019 8:19:33,I got up with them,18-20,2005,6 to 8 years,Completed High School,4 year degree,Lower Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 8:20:00,I got up with them,21-23,2005,6 to 8 years,Some College,4 year degree,Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 8:23:44,I got up with them,18-20,2005,9 to 11 years,Completed High School,Completed High School,Lower Middle Class,Enlisted,Patriotism,Black,Male,,,,
11/1/2019 8:25:58,I got up with them,18-20,2005,12 to 14 years,Completed High School,Completed High School,Lower Class (Bottom 20%),Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 8:35:13,I got up with them,18-20,2005,6 to 8 years,Completed High School,Some college,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:50:22,I got up with them,18-20,2005,Less than 6,Some College,Some college,Lower Middle Class,Enlisted,Family Tradition,Prefer not to answer,Female,,,,
11/1/2019 8:58:31,I got up with them,18-20,2005,6 to 8 years,Completed High School,Some college,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:15:42,I got up with them,18-20,2005,Currently Serving,Some College,Completed High School,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:20:36,I got up with them,18-20,2005,6 to 8 years,Completed High School,4 year degree,Upper Middle Class,Enlisted,Family Tradition,Hispanic / Latino,Female,,,,
11/1/2019 9:22:13,I got up with them,24-26,2005,12 to 14 years,2 Year Degree,Did not complete high school / GED,Upper Middle Class,Enlisted,Economic Opportunity,Hispanic / Latino,Male,,,,
11/1/2019 9:22:18,I got up with them,21-23,2005,6 to 8 years,4 Year Degree,Some college,Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 9:26:52,I got up with them,18-20,2005,6 to 8 years,Completed High School,Completed High School,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:27:40,I got up with them,21-23,2005,6 to 8 years,4 Year Degree,Completed High School,Lower Class (Bottom 20%),Enlisted,Prefer not to answer / Other,Black,Male,,,,
11/1/2019 9:34:59,I got up with them,,2005,9 to 11 years,Completed High School,Did not complete high school / GED,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 10:10:58,I got up with them,18-20,2005,Less than 6,Completed High School,4 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 10:23:47,I got up with them,18-20,2005,9 to 11 years,Completed High School,Some college,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Female,,,,
11/1/2019 10:49:23,I got up with them,18-20,2005,6 to 8 years,Completed High School,Completed High School,Lower Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 12:00:03,I got up with them,21-23,2005,9 to 11 years,Some College,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Female,,,,
11/1/2019 12:06:20,I got up with them,18-20,2005,6 to 8 years,Some College,2 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 12:09:28,I got up with them,21-23,2005,Currently Serving,4 Year Degree,4 year degree,Upper Middle Class,Enlisted,Economic Opportunity,American Indian or Alaskan Native,Male,,,,
11/1/2019 12:23:07,I got up with them,21-23,2005,Currently Serving,Some College,4 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 12:46:27,I got up with them,18-20,2005,9 to 11 years,Completed High School,Did not complete high school / GED,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 13:17:22,I got up with them,21-23,2005,9 to 11 years,Some College,Master's degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 13:24:10,I got up with them,21-23,2005,6 to 8 years,Some College,Master's degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 14:53:39,I got up with them,18-20,2005,Currently Serving,Some College,Completed High School,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 16:08:17,I got up with them,18-20,2005,6 to 8 years,Completed High School,2 year degree,Lower Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 16:52:27,I got up with them,18-20,2005,9 to 11 years,Completed High School,Completed High School,Lower Class (Bottom 20%),Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 9:06:30,Someone else put us in contact,18-20,2005,Currently Serving,Completed High School,Master's degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:06:50,Someone else put us in contact,21-23,2005,9 to 11 years,Some College,4 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Female,,,,
11/1/2019 9:19:29,Someone else put us in contact,18-20,2005,Currently Serving,Some College,Some college,Upper Middle Class,Enlisted,Economic Opportunity,Prefer not to answer,Male,,,,
11/1/2019 10:29:03,Someone else put us in contact,21-23,2005,12 to 14 years,Some College,4 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 10:50:15,Someone else put us in contact,18-20,2005,6 to 8 years,Completed High School,Some college,Lower Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 12:12:02,Someone else put us in contact,21-23,2005,15 to 17 years,Some College,4 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 13:04:49,Someone else put us in contact,18-20,2005,6 to 8 years,Completed High School,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 13:06:26,Someone else put us in contact,18-20,2005,Less than 6,Completed High School,4 year degree,Middle Class,Enlisted,Family Tradition,Caucasian,Female,,,,
11/1/2019 13:29:32,Someone else put us in contact,18-20,2005,6 to 8 years,Completed High School,4 year degree,Upper Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 16:42:10,Someone else put us in contact,18-20,2005,9 to 11 years,Completed High School,Completed High School,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:30:53,They got up with me,18-20,2005,Currently Serving,Completed High School,Master's degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:12:55,They got up with me,18-20,2005,Currently Serving,Completed High School,Completed High School,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 11:21:48,They got up with me,18-20,2005,Less than 6,Completed High School,Some college,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Female,,,,
11/1/2019 11:33:51,They got up with me,18-20,2005,9 to 11 years,Completed High School,Master's degree,Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 11:40:43,They got up with me,18-20,2005,Currently Serving,Completed High School,2 year degree,Lower Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 13:50:59,They got up with me,21-23,2005,9 to 11 years,Some College,Completed High School,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Female,,,,
11/1/2019 14:09:53,They got up with me,18-20,2005,9 to 11 years,Completed High School,2 year degree,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Hispanic / Latino,Male,,,,
11/1/2019 7:59:43,,18-20,2005,6 to 8 years,Some College,Some college,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:00:10,,18-20,2005,6 to 8 years,Completed High School,Did not complete high school / GED,Lower Middle Class,Enlisted,Economic Opportunity,Hispanic / Latino,Male,,,,
11/1/2019 8:00:38,,21-23,2005,6 to 8 years,Some College,4 year degree,Upper Middle Class,Enlisted,Change of scenery,Caucasian,Male,,,,
11/1/2019 8:01:34,,18-20,2005,6 to 8 years,Completed High School,Some college,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:03:15,,18-20,2005,6 to 8 years,Completed High School,Did not complete high school / GED,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:06:49,,27+,2005,6 to 8 years,Some College,Doctorate,Upper Middle Class,Enlisted,,Caucasian,Male,,,,
11/1/2019 8:07:07,,27+,2005,Currently Serving,Some College,,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Female,,,,
11/1/2019 8:07:11,,18-20,2005,9 to 11 years,Completed High School,Some college,Lower Class (Bottom 20%),Enlisted,Travel/school,Caucasian,Male,,,,
11/1/2019 8:07:39,,18-20,2005,6 to 8 years,Some College,Some college,Lower Middle Class,Enlisted,Impulsive decision.,,Female,,,,
11/1/2019 8:08:17,,21-23,2005,Currently Serving,Some College,Some college,Upper Class (Top 20%),Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 8:08:58,,18-20,2005,6 to 8 years,Completed High School,4 year degree,Lower Class (Bottom 20%),Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 8:11:30,,18-20,2005,Currently Serving,Completed High School,Master's degree,Upper Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:13:46,,18-20,2005,9 to 11 years,Completed High School,4 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:14:04,,21-23,2005,Currently Serving,Completed High School,Did not complete high school / GED,Lower Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 8:14:21,,18-20,2005,Currently Serving,Some College,Master's degree,Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 8:16:52,,18-20,2005,6 to 8 years,Completed High School,4 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:17:14,,18-20,2005,Currently Serving,Some College,4 year degree,Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 8:17:14,,21-23,2005,Currently Serving,4 Year Degree,4 year degree,Upper Middle Class,Officer,Prefer not to answer / Other,Caucasian,Female,,,,
11/1/2019 8:22:59,,24-26,2005,Greater than 20 years,4 Year Degree,4 year degree,Upper Class (Top 20%),Enlisted,Geographic mobility opportunity,Caucasian,Female,,,,
11/1/2019 8:43:05,I don't remember / Prefer not to answer,18-20,2006,6 to 8 years,Completed High School,Some college,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:23:25,I got up with them,24-26,2006,9 to 11 years,4 Year Degree,4 year degree,Middle Class,Enlisted,Economic Opportunity,Asian,Male,,,,
11/1/2019 8:30:48,I got up with them,18-20,2006,9 to 11 years,Completed High School,Some college,Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 8:40:49,I got up with them,21-23,2006,9 to 11 years,Some College,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Hispanic / Latino,Male,,,,
